year,province_name,avg_temperature,min_temperature,max_temperature,surface_temperature,wet_bulb_temperature,precipitation,solar_radiation,relative_humidity,wind_speed,surface_pressure
2014,Dien Bien,20.901538461538465,2.54,36.21,20.395384615384614,18.628461538461536,3.5184615384615388,15.620000000000001,78.18461538461538,0.1630769230769231,91.36999999999999
2015,Dien Bien,21.423076923076923,3.63,36.47,20.924615384615382,18.96,3.496923076923077,15.686923076923078,76.93,0.15692307692307692,91.4176923076923
2016,Dien Bien,21.09384615384615,-0.08,37.0,20.627692307692307,18.786923076923078,4.476923076923077,15.772307692307692,78.16461538461539,0.16153846153846155,91.38000000000001
2017,Dien Bien,20.216923076923077,2.65,32.16,19.830000000000002,18.787692307692307,5.360769230769231,14.676153846153845,85.19153846153846,0.15307692307692308,91.42846153846153
2018,Dien Bien,20.279230769230768,3.86,31.15,19.846153846153847,18.89923076923077,6.33,14.817692307692308,85.52076923076923,0.16384615384615384,91.37230769230769
2019,Dien Bien,21.13692307692308,1.8,34.68,20.63923076923077,19.55923076923077,4.707692307692307,16.52769230769231,83.85692307692308,0.18,91.39769230769231
2020,Dien Bien,20.64153846153846,3.44,33.45,20.313076923076924,19.040769230769232,5.333076923076923,15.515384615384615,83.66461538461539,0.14384615384615385,91.4176923076923
2021,Dien Bien,20.315384615384616,1.7,32.87,19.87846153846154,18.84846153846154,5.376153846153846,15.22,84.75846153846153,0.15846153846153846,91.40692307692308
2022,Dien Bien,20.31692307692308,3.28,31.23,19.919999999999998,18.906923076923075,5.474615384615385,14.720769230769232,85.21692307692307,0.1546153846153846,91.37692307692308
2023,Dien Bien,21.299999999999997,2.55,36.69,20.849230769230772,19.3,3.224615384615385,15.753076923076922,80.26307692307692,0.16153846153846155,91.41461538461539
2024,Dien Bien,21.805384615384618,2.47,38.66,21.414615384615384,19.43307692307692,3.9899999999999998,15.033846153846154,78.01461538461538,0.14153846153846156,91.37076923076923
1995,Dong Nai,26.70846153846154,14.47,39.96,27.873846153846156,24.068461538461538,3.946923076923077,19.966153846153848,76.34846153846154,2.483846153846154,99.49076923076925
1996,Dong Nai,26.400769230769228,14.26,39.43,27.40692307692308,24.088461538461537,4.386923076923077,19.172307692307694,78.67153846153846,2.2653846153846153,99.45307692307694
1997,Dong Nai,26.274615384615384,14.31,38.22,27.17538461538462,24.099230769230772,3.6823076923076923,20.056153846153848,79.39461538461539,2.3453846153846154,99.59923076923077
1998,Dong Nai,27.204615384615387,18.19,39.76,28.32384615384615,24.800769230769234,4.772307692307693,19.606153846153845,78.28307692307693,2.5930769230769233,99.49615384615385
1999,Dong Nai,25.76076923076923,15.02,36.66,26.24230769230769,24.220000000000002,5.256923076923077,18.691538461538464,84.34615384615384,2.0946153846153845,99.42307692307692
2000,Dong Nai,26.034615384615385,17.17,38.95,26.68307692307692,24.279999999999998,5.081538461538462,19.00923076923077,82.63076923076923,2.189230769230769,99.39615384615385
2001,Dong Nai,26.293846153846154,15.22,39.49,27.058461538461536,24.29769230769231,3.5430769230769226,19.156153846153845,80.72923076923077,2.3315384615384613,99.44307692307692
2002,Dong Nai,26.835384615384616,16.25,39.35,27.950000000000003,24.199230769230766,3.2415384615384615,20.02153846153846,76.13538461538461,2.674615384615385,99.52076923076923
2003,Dong Nai,26.736923076923077,16.4,40.07,27.779999999999998,24.25230769230769,3.453076923076923,19.588461538461537,77.22923076923077,2.503076923076923,99.52692307692307
2004,Dong Nai,26.970000000000002,17.93,39.29,28.21923076923077,24.124615384615385,3.316923076923077,20.076153846153847,74.59384615384616,2.5246153846153847,99.52692307692307
2005,Dong Nai,26.928461538461537,17.57,41.06,28.133076923076924,24.29076923076923,3.4423076923076925,19.455384615384613,76.46000000000001,2.619230769230769,99.51
2006,Dong Nai,26.724615384615387,16.54,39.05,27.64846153846154,24.394615384615385,3.8023076923076924,19.813076923076924,78.39461538461538,2.4646153846153847,99.4876923076923
2007,Dong Nai,26.60153846153846,15.24,39.78,27.542307692307695,24.25076923076923,4.201538461538461,18.836923076923078,78.41692307692307,2.4553846153846157,99.45615384615385
2008,Dong Nai,26.33076923076923,17.62,38.38,27.11,24.186153846153847,3.716153846153846,18.838461538461537,79.58538461538461,2.210769230769231,99.44999999999999
2009,Dong Nai,26.41846153846154,16.25,38.59,27.180769230769233,24.306153846153848,3.54,19.058461538461536,79.88153846153847,2.333076923076923,99.45769230769231
2010,Dong Nai,27.193076923076923,18.06,39.87,28.35846153846154,24.657692307692308,3.7123076923076925,19.391538461538463,76.85230769230769,2.3,99.49384615384616
2011,Dong Nai,26.23076923076923,16.68,38.36,26.915384615384614,24.13,3.8461538461538463,18.801538461538463,79.90461538461538,2.2146153846153847,99.43769230769232
2012,Dong Nai,26.436923076923076,18.04,38.63,27.125384615384615,24.463076923076922,4.172307692307692,19.29923076923077,80.89923076923077,2.3246153846153845,99.43923076923078
2013,Dong Nai,27.049999999999997,17.55,39.21,28.152307692307694,24.376923076923074,2.816923076923077,18.596153846153847,75.53461538461539,2.373076923076923,99.46307692307693
2014,Dong Nai,27.183846153846154,16.33,39.71,28.484615384615385,24.283846153846152,3.1876923076923074,19.900769230769228,74.08692307692307,2.382307692307692,99.53076923076924
2015,Dong Nai,27.576153846153847,17.3,39.9,29.06,24.386923076923075,2.680769230769231,20.486923076923077,72.06923076923077,2.6015384615384614,99.5923076923077
2016,Dong Nai,27.442307692307693,16.72,40.28,28.663846153846155,24.795384615384613,3.936923076923077,19.503846153846155,76.54076923076923,2.5338461538461536,99.5123076923077
2017,Dong Nai,26.801538461538463,16.8,38.95,27.63153846153846,24.643076923076926,3.253076923076923,19.10923076923077,79.44384615384615,2.2038461538461536,99.4976923076923
2018,Dong Nai,27.25,16.77,40.56,28.47846153846154,24.566153846153846,3.516153846153846,19.563076923076924,75.99923076923076,2.503076923076923,99.49
2019,Dong Nai,27.31692307692308,17.72,40.71,28.50846153846154,24.673076923076923,3.2492307692307696,20.173846153846153,76.06153846153846,2.5300000000000002,99.54923076923077
2020,Dong Nai,27.50153846153846,17.01,40.96,28.806923076923077,24.70230769230769,4.087692307692308,19.685384615384613,75.39769230769231,2.333076923076923,99.50153846153846
2021,Dong Nai,26.556923076923077,16.14,39.64,27.463076923076922,24.45846153846154,4.100769230769231,19.443076923076923,80.24692307692308,2.1553846153846155,99.49461538461539
2022,Dong Nai,26.766153846153845,16.07,38.92,27.626923076923074,24.64076923076923,3.96,19.255384615384614,79.85538461538461,2.0323076923076924,99.43923076923078
2023,Dong Nai,27.516923076923078,18.15,41.14,28.58230769230769,24.983846153846155,3.6792307692307693,19.41,77.06923076923077,2.164615384615385,99.50538461538461
2024,Dong Nai,27.856923076923074,19.13,42.16,29.044615384615383,25.28076923076923,4.136153846153847,19.486153846153847,76.92384615384616,2.2838461538461536,99.48230769230769
1995,Dong Thap,27.50076923076923,15.09,40.66,28.22230769230769,24.882307692307695,4.853076923076923,19.29769230769231,76.87461538461538,2.440769230769231,100.89307692307692
1996,Dong Thap,26.976153846153846,14.03,41.2,27.514615384615386,24.876153846153844,5.333076923076923,18.473846153846154,80.64,2.1984615384615385,100.85846153846154
1997,Dong Thap,26.986153846153847,15.12,39.48,27.446923076923078,24.968461538461536,4.740769230769231,19.200769230769232,80.91923076923078,2.2384615384615385,101.00153846153846
1998,Dong Thap,28.226153846153846,18.24,42.31,28.96,25.61230769230769,5.8684615384615375,18.942307692307693,77.38615384615385,2.463846153846154,100.88461538461539
1999,Dong Thap,26.46153846153846,14.23,38.92,26.77769230769231,24.883846153846154,4.931538461538461,18.265384615384615,84.32000000000001,2.3207692307692307,100.8323076923077
2000,Dong Thap,27.091538461538462,17.61,40.09,27.594615384615388,25.070769230769233,4.04,18.264615384615386,80.74923076923076,2.313846153846154,100.80153846153847
2001,Dong Thap,27.356923076923074,17.1,40.38,27.92538461538462,25.123076923076926,3.27,18.804615384615385,79.10307692307691,2.436153846153846,100.84538461538462
2002,Dong Thap,28.143846153846155,17.11,40.89,29.04692307692308,25.13230769230769,2.413846153846154,19.46076923076923,73.44769230769231,2.6653846153846152,100.92076923076924
2003,Dong Thap,27.977692307692305,17.64,41.29,28.800769230769234,25.150769230769228,2.633846153846154,18.67,74.77153846153846,2.479230769230769,100.92076923076924
2004,Dong Thap,28.03076923076923,19.51,40.98,28.91,25.115384615384617,2.916923076923077,19.013846153846153,74.13692307692307,2.430769230769231,100.93076923076923
2005,Dong Thap,28.11923076923077,17.5,41.79,29.00076923076923,25.166923076923077,2.512307692307692,18.414615384615384,74.16076923076923,2.617692307692308,100.90692307692308
2006,Dong Thap,27.87,17.91,41.13,28.60076923076923,25.295384615384613,2.8184615384615386,17.96153846153846,76.56846153846153,2.4084615384615384,100.88923076923076
2007,Dong Thap,27.706923076923076,16.24,40.55,28.388461538461538,25.14923076923077,3.289230769230769,18.071538461538463,76.94615384615385,2.3584615384615386,100.85846153846154
2008,Dong Thap,27.436923076923076,19.13,40.63,28.032307692307693,25.017692307692307,3.25,17.76076923076923,77.71230769230769,2.3223076923076924,100.84923076923077
2009,Dong Thap,27.425384615384612,15.52,40.14,27.93769230769231,25.143846153846155,2.899230769230769,17.92,78.47615384615385,2.4038461538461537,100.86153846153846
2010,Dong Thap,28.38076923076923,19.1,42.02,29.236153846153847,25.49923076923077,3.073846153846154,18.166923076923077,74.61692307692307,2.2630769230769228,100.87769230769231
2011,Dong Thap,27.263846153846153,17.81,39.54,27.779999999999998,24.97923076923077,3.2884615384615383,17.956923076923076,78.4423076923077,2.3953846153846152,100.84692307692308
2012,Dong Thap,27.505384615384614,20.14,39.09,27.973846153846157,25.38076923076923,3.367692307692308,17.93307692307692,79.83692307692309,2.4423076923076925,100.83692307692307
2013,Dong Thap,28.14769230769231,18.53,41.12,28.95384615384615,25.256923076923076,2.2584615384615385,17.751538461538463,73.87153846153846,2.386923076923077,100.86
2014,Dong Thap,28.625384615384615,16.65,41.46,29.71461538461538,25.21076923076923,2.0946153846153845,18.622307692307693,70.20538461538462,2.393076923076923,100.9223076923077
2015,Dong Thap,28.746923076923075,18.78,41.13,29.82,25.353846153846156,2.212307692307692,19.17153846153846,70.67999999999999,2.5138461538461536,100.98692307692308
2016,Dong Thap,28.503846153846155,18.1,41.92,29.365384615384617,25.60923076923077,3.5684615384615386,18.365384615384617,75.01769230769231,2.5869230769230773,100.90230769230769
2017,Dong Thap,27.39846153846154,15.94,40.08,27.81692307692308,25.41846153846154,4.150769230769231,18.05,81.11846153846153,2.2176923076923076,100.89461538461539
2018,Dong Thap,27.286923076923078,16.95,40.39,27.676923076923078,25.357692307692307,5.242307692307692,18.136923076923075,81.60846153846154,2.223846153846154,100.90076923076923
2019,Dong Thap,27.567692307692308,16.75,40.9,28.02076923076923,25.413076923076922,5.436153846153847,18.827692307692306,80.13000000000001,2.3038461538461537,100.95076923076923
2020,Dong Thap,27.86923076923077,18.6,39.9,28.45384615384615,25.503846153846155,8.334615384615386,18.677692307692308,78.67076923076924,2.1715384615384616,100.9
2021,Dong Thap,26.96076923076923,15.59,40.76,27.302307692307693,25.186153846153847,6.681538461538461,18.060769230769232,83.02,2.183076923076923,100.89615384615385
2022,Dong Thap,26.965384615384615,17.2,38.48,27.20307692307692,25.374615384615385,6.6,17.75307692307692,84.25,2.0092307692307694,100.84076923076924
2023,Dong Thap,27.736153846153847,18.11,39.91,28.153846153846153,25.659230769230767,5.348461538461539,17.896153846153847,80.60769230769232,2.2623076923076924,100.9076923076923
2024,Dong Thap,28.475384615384616,18.12,44.23,29.10230769230769,26.02769230769231,5.0600000000000005,18.294615384615383,78.17846153846155,2.2853846153846153,100.87769230769231
1995,Gia Lai,24.15615384615385,9.7,38.34,24.183846153846154,22.024615384615384,3.951538461538462,18.113076923076925,80.18923076923078,0.20923076923076925,96.49461538461539
1996,Gia Lai,23.993846153846157,10.88,38.24,24.013076923076923,22.103076923076927,5.676923076923076,17.502307692307692,82.0923076923077,0.2030769230769231,96.44769230769231
1997,Gia Lai,24.395384615384614,11.51,38.2,24.419999999999998,22.274615384615384,1.6523076923076923,18.424615384615382,80.12846153846155,0.20153846153846156,96.56384615384614
1998,Gia Lai,25.611538461538462,15.23,41.36,25.65,23.142307692307693,6.0346153846153845,18.583076923076923,78.33384615384615,0.20846153846153845,96.47384615384615
1999,Gia Lai,23.85923076923077,9.27,36.61,23.846153846153847,22.35923076923077,4.585384615384616,16.75,85.13076923076923,0.18923076923076923,96.40384615384616
2000,Gia Lai,24.740000000000002,13.82,37.44,24.799230769230768,22.470769230769232,2.1046153846153848,17.002307692307692,78.61076923076922,0.20615384615384616,96.37153846153845
2001,Gia Lai,25.52076923076923,12.93,40.34,25.61076923076923,22.663076923076922,1.666153846153846,17.35,74.1,0.22846153846153847,96.4076923076923
2002,Gia Lai,26.169999999999998,13.63,39.87,26.293846153846154,22.683846153846154,1.0615384615384615,17.373846153846152,69.58076923076922,0.24615384615384617,96.48538461538462
2003,Gia Lai,26.049999999999997,12.65,40.65,26.171538461538464,22.551538461538463,1.1907692307692308,17.87076923076923,69.35692307692308,0.23923076923076922,96.49692307692308
2004,Gia Lai,25.99076923076923,13.24,40.25,26.134615384615383,22.318461538461538,0.7723076923076923,17.88153846153846,68.0923076923077,0.25153846153846154,96.51
2005,Gia Lai,26.406153846153845,13.52,41.62,26.51153846153846,22.62846153846154,1.1984615384615385,17.01076923076923,67.43384615384615,0.24769230769230768,96.46461538461539
2006,Gia Lai,26.25846153846154,13.0,39.75,26.388461538461538,22.701538461538462,0.7092307692307693,17.655384615384612,68.90153846153846,0.24615384615384617,96.45230769230768
2007,Gia Lai,26.095384615384617,12.6,41.66,26.200000000000003,22.60076923076923,1.456923076923077,16.872307692307693,69.5,0.23769230769230767,96.42615384615384
2008,Gia Lai,25.58923076923077,14.1,39.62,25.692307692307693,22.376923076923074,1.3776923076923078,16.696153846153848,71.01692307692308,0.24000000000000002,96.4346153846154
2009,Gia Lai,25.696923076923078,13.41,38.68,25.800769230769227,22.580000000000002,1.52,17.08230769230769,71.94153846153846,0.23076923076923078,96.41615384615385
2010,Gia Lai,26.486153846153847,14.02,41.2,26.59,22.964615384615385,1.6815384615384614,17.733076923076922,69.40846153846154,0.22307692307692306,96.45615384615385
2011,Gia Lai,25.373076923076926,13.89,39.52,25.47846153846154,22.240000000000002,1.1630769230769231,16.49923076923077,71.64076923076924,0.24076923076923076,96.42
2012,Gia Lai,26.529999999999998,15.28,38.63,26.653846153846153,22.99923076923077,0.8792307692307693,17.373076923076923,68.92923076923077,0.23076923076923078,96.38461538461539
2013,Gia Lai,26.065384615384616,12.97,40.81,26.161538461538463,22.573076923076922,1.4961538461538462,16.863846153846154,69.46615384615384,0.22384615384615386,96.43153846153847
2014,Gia Lai,26.482307692307693,11.42,41.26,26.612307692307695,22.572307692307692,0.7284615384615385,17.943846153846156,66.42999999999999,0.23076923076923078,96.49153846153845
2015,Gia Lai,26.77,10.42,41.01,26.908461538461538,22.716923076923077,0.8884615384615384,18.728461538461538,65.76384615384616,0.23307692307692307,96.55538461538461
2016,Gia Lai,25.604615384615386,13.24,42.1,25.645384615384614,23.063846153846153,5.272307692307693,17.388461538461538,77.89615384615385,0.20461538461538462,96.47923076923077
2017,Gia Lai,24.334615384615386,11.88,38.34,24.303076923076922,22.774615384615384,5.40076923076923,17.06153846153846,84.82307692307693,0.18692307692307694,96.49
2018,Gia Lai,24.126153846153844,10.3,38.42,24.12846153846154,22.451538461538462,5.7907692307692304,17.35153846153846,84.01384615384616,0.19461538461538463,96.48461538461538
2019,Gia Lai,24.421538461538464,12.68,38.58,24.42615384615385,22.693846153846152,5.475384615384616,18.25307692307692,83.65538461538462,0.18846153846153849,96.52153846153846
2020,Gia Lai,24.617692307692305,12.54,40.5,24.616153846153846,22.73846153846154,6.054615384615385,18.063076923076924,82.4923076923077,0.19769230769230767,96.49923076923076
2021,Gia Lai,24.22923076923077,9.81,37.59,24.24076923076923,22.51153846153846,6.2907692307692304,17.263076923076923,83.70384615384616,0.19384615384615383,96.47769230769231
2022,Gia Lai,24.20923076923077,13.29,37.78,24.19076923076923,22.64,5.687692307692308,16.88923076923077,84.75384615384615,0.1846153846153846,96.43538461538462
2023,Gia Lai,24.644615384615385,13.13,38.1,24.632307692307695,23.06692307692308,5.836153846153847,16.782307692307693,84.79076923076923,0.19,96.5023076923077
2024,Gia Lai,25.163846153846155,15.04,40.19,25.17615384615385,23.313076923076924,5.661538461538461,17.255384615384614,82.79307692307692,0.18769230769230769,96.48153846153846
1995,Ha Giang,21.036923076923078,2.75,41.56,20.77,19.085384615384616,2.7976923076923077,13.641538461538461,80.69,0.45461538461538464,95.76615384615386
1996,Ha Giang,20.86,2.14,38.42,20.548461538461538,18.843846153846155,3.7084615384615387,13.063076923076922,80.06461538461538,0.47692307692307695,95.71461538461539
1997,Ha Giang,21.323076923076922,4.72,36.48,21.071538461538463,19.545384615384616,3.9323076923076923,13.396923076923077,82.29923076923077,0.4369230769230769,95.75076923076924
1998,Ha Giang,21.975384615384616,4.38,40.74,21.574615384615388,19.84,3.171538461538461,14.326153846153847,79.16461538461539,0.46692307692307694,95.72384615384615
1999,Ha Giang,21.532307692307693,-0.94,44.18,21.180769230769233,19.345384615384617,3.6946153846153846,13.50076923076923,78.81846153846153,0.46076923076923076,95.70538461538462
2000,Ha Giang,21.343846153846155,0.86,36.17,21.013076923076923,19.33230769230769,3.727692307692308,13.621538461538462,80.19307692307692,0.4523076923076923,95.68615384615386
2001,Ha Giang,21.44538461538462,4.39,38.47,21.096153846153847,19.43307692307692,3.923076923076923,12.836923076923076,80.18307692307692,0.4453846153846154,95.70230769230768
2002,Ha Giang,21.599230769230772,0.89,38.08,21.283076923076923,19.61076923076923,3.7576923076923077,12.847692307692306,80.46846153846153,0.44846153846153847,95.73384615384614
2003,Ha Giang,21.718461538461536,2.3,39.61,21.319230769230767,19.604615384615386,3.310769230769231,13.792307692307693,79.39923076923077,0.46692307692307694,95.76153846153846
2004,Ha Giang,21.159230769230767,2.56,38.95,20.76923076923077,19.0,3.3430769230769233,13.443846153846152,78.77615384615385,0.45461538461538464,95.80153846153847
2005,Ha Giang,21.553846153846152,-0.2,42.32,21.235384615384614,19.366153846153846,3.7423076923076923,13.282307692307693,78.85384615384615,0.45769230769230773,95.73307692307692
2006,Ha Giang,21.785384615384615,1.4,40.47,21.456923076923076,19.56923076923077,2.963846153846154,13.102307692307694,78.65,0.46153846153846156,95.72461538461539
2007,Ha Giang,21.482307692307693,2.65,42.11,21.088461538461537,19.133846153846154,3.3684615384615384,13.392307692307693,77.43230769230769,0.4707692307692308,95.74153846153845
2008,Ha Giang,20.74153846153846,2.38,38.25,20.38076923076923,18.627692307692307,4.153846153846154,12.362307692307693,79.28923076923077,0.4523076923076923,95.7423076923077
2009,Ha Giang,21.63076923076923,3.29,37.48,21.298461538461538,19.592307692307692,3.082307692307692,13.297692307692309,79.97615384615385,0.45153846153846156,95.6723076923077
2010,Ha Giang,21.82,5.55,39.72,21.535384615384615,19.525384615384613,3.133846153846154,13.36076923076923,78.15692307692308,0.4746153846153846,95.69
2011,Ha Giang,20.523076923076925,1.19,40.2,20.293076923076924,18.423846153846153,3.2492307692307696,12.316923076923077,79.34307692307692,0.45692307692307693,95.7623076923077
2012,Ha Giang,21.569230769230767,3.69,40.64,21.39846153846154,19.576923076923077,3.689230769230769,12.38923076923077,80.67923076923077,0.4461538461538461,95.59692307692308
2013,Ha Giang,21.240000000000002,1.25,37.98,20.928461538461537,19.30923076923077,4.190769230769231,13.017692307692307,80.92692307692307,0.4523076923076923,95.71153846153847
2014,Ha Giang,21.346153846153847,2.66,37.95,21.04692307692308,19.615384615384617,3.983076923076923,12.863846153846152,82.4923076923077,0.44153846153846155,95.72307692307693
2015,Ha Giang,22.042307692307695,3.07,36.97,21.734615384615385,20.180769230769233,4.076923076923077,13.446153846153846,81.7176923076923,0.4276923076923077,95.7476923076923
2016,Ha Giang,21.764615384615386,-0.11,36.45,21.416153846153847,19.81230769230769,3.8415384615384616,13.896153846153847,80.74153846153847,0.44307692307692303,95.72230769230768
2017,Ha Giang,21.61769230769231,0.47,38.22,21.376153846153844,19.856923076923074,5.05076923076923,12.589230769230769,82.41538461538462,0.4338461538461538,95.77153846153846
2018,Ha Giang,21.61076923076923,2.32,36.5,21.34307692307692,19.865384615384617,4.932307692307693,12.885384615384615,82.50384615384615,0.4338461538461538,95.69384615384615
2019,Ha Giang,22.402307692307694,2.27,38.0,22.069230769230767,20.61076923076923,4.211538461538462,12.994615384615384,82.27461538461537,0.4284615384615385,95.69769230769231
2020,Ha Giang,21.689230769230768,2.75,36.49,21.495384615384616,20.04076923076923,4.722307692307693,12.637692307692307,83.4346153846154,0.4369230769230769,95.76076923076923
2021,Ha Giang,21.78538461538462,0.82,37.57,21.48923076923077,19.98,4.0284615384615385,13.44076923076923,81.96461538461539,0.4423076923076923,95.74307692307693
2022,Ha Giang,21.385384615384616,2.35,37.01,21.11846153846154,19.672307692307694,4.676923076923077,12.834615384615384,82.74615384615385,0.4369230769230769,95.73230769230769
2023,Ha Giang,22.383076923076924,2.65,39.43,22.052307692307693,20.320769230769233,3.4223076923076925,13.763846153846155,79.93307692307692,0.46153846153846156,95.74538461538462
2024,Ha Giang,22.537692307692307,0.68,39.02,22.286923076923078,20.584615384615386,5.468461538461539,12.864615384615385,80.99692307692308,0.45307692307692304,95.71153846153847
1995,Ha Nam,23.35153846153846,7.23,35.4,23.61,21.799999999999997,3.4923076923076923,14.67,83.55153846153847,2.773076923076923,101.0653846153846
1996,Ha Nam,23.383076923076924,4.4,37.11,23.706153846153846,21.657692307692308,4.45,14.834615384615384,81.98692307692308,2.8215384615384616,101.01076923076924
1997,Ha Nam,23.86,8.45,34.93,24.106923076923074,22.442307692307693,4.94923076923077,14.639999999999999,84.8323076923077,2.573846153846154,101.04461538461538
1998,Ha Nam,24.51846153846154,8.77,36.97,24.728461538461538,22.836923076923078,3.4976923076923074,15.379999999999999,82.51384615384616,2.667692307692308,100.99461538461539
1999,Ha Nam,23.826923076923077,3.3,36.18,24.14,22.017692307692307,4.337692307692308,15.100000000000001,81.34692307692308,2.5715384615384616,100.98076923076923
2000,Ha Nam,23.57384615384615,5.37,35.2,23.837692307692308,21.902307692307694,3.706153846153846,14.600000000000001,82.49384615384616,2.563846153846154,100.96307692307693
2001,Ha Nam,23.744615384615386,8.11,38.57,24.042307692307695,22.146923076923073,5.382307692307692,13.634615384615385,83.18846153846154,2.597692307692308,100.97307692307693
2002,Ha Nam,23.924615384615382,3.25,35.28,24.155384615384612,22.41923076923077,3.6561538461538463,13.863846153846152,84.03538461538461,2.63,101.01692307692308
2003,Ha Nam,24.410769230769233,4.42,39.97,24.689230769230768,22.549999999999997,3.7800000000000002,15.51076923076923,80.99307692307693,2.69,101.03384615384616
2004,Ha Nam,23.816153846153846,6.89,36.5,24.12153846153846,21.886923076923075,3.6784615384615384,14.427692307692308,80.21538461538461,2.453076923076923,101.08153846153846
2005,Ha Nam,24.138461538461538,5.06,39.91,24.549230769230768,22.14692307692308,4.233846153846154,14.015384615384615,79.8923076923077,2.733076923076923,101.00846153846153
2006,Ha Nam,24.166153846153847,6.82,38.71,24.428461538461537,22.314615384615383,3.5900000000000003,14.437692307692307,81.08076923076922,2.5923076923076924,101.00153846153846
2007,Ha Nam,23.904615384615383,8.54,37.32,24.18,22.014615384615386,3.626923076923077,14.456153846153846,80.67615384615384,2.6553846153846155,101.00923076923075
2008,Ha Nam,23.14846153846154,6.21,36.47,23.46153846153846,21.416923076923077,4.6292307692307695,13.795384615384616,81.92076923076924,2.5546153846153845,101.03538461538461
2009,Ha Nam,23.936923076923076,7.04,35.87,24.142307692307693,22.339230769230767,3.8392307692307694,14.650000000000002,83.13307692307693,2.4953846153846153,100.94923076923077
2010,Ha Nam,24.08923076923077,5.9,37.77,24.348461538461535,22.376153846153844,4.009230769230769,13.850000000000001,82.29307692307692,2.703076923076923,100.97153846153847
2011,Ha Nam,22.66923076923077,6.21,35.57,22.99076923076923,21.012307692307694,4.61,13.485384615384616,82.40538461538462,2.6500000000000004,101.06076923076922
2012,Ha Nam,23.836153846153845,6.88,37.46,24.096923076923076,22.363846153846154,4.9861538461538455,13.43846153846154,84.30923076923077,2.526923076923077,100.88230769230769
2013,Ha Nam,23.51615384615385,5.48,36.79,23.689230769230768,22.009999999999998,5.003076923076923,13.637692307692307,83.95384615384616,2.5946153846153845,100.9923076923077
2014,Ha Nam,23.763076923076923,5.81,34.67,23.91076923076923,22.276153846153843,4.062307692307693,13.696923076923078,84.1123076923077,2.483076923076923,101.01384615384616
2015,Ha Nam,24.526153846153843,8.5,37.8,24.74846153846154,22.975384615384616,4.263076923076923,14.217692307692307,83.76307692307692,2.6438461538461535,101.03384615384616
2016,Ha Nam,23.924615384615382,4.22,35.36,24.142307692307693,22.357692307692307,4.785384615384616,13.978461538461538,83.44923076923077,2.523076923076923,101.00307692307692
2017,Ha Nam,23.941538461538464,5.86,37.53,24.173076923076923,22.462307692307693,6.173846153846153,13.21923076923077,84.28384615384616,2.5553846153846154,101.05153846153847
2018,Ha Nam,23.86,5.75,35.06,24.04692307692308,22.376923076923074,5.479230769230769,13.886153846153848,84.26307692307692,2.5069230769230773,100.98230769230769
2019,Ha Nam,24.72307692307692,7.45,36.9,24.835384615384616,23.295384615384613,4.273846153846154,14.142307692307693,84.83692307692307,2.503846153846154,100.96615384615384
2020,Ha Nam,24.14846153846154,7.13,35.91,24.338461538461537,22.762307692307694,5.1230769230769235,13.99846153846154,85.12153846153845,2.826923076923077,101.04307692307692
2021,Ha Nam,24.02846153846154,6.22,35.2,24.169999999999998,22.552307692307693,5.318461538461539,14.447692307692307,84.23076923076923,2.616923076923077,101.02
2022,Ha Nam,23.60923076923077,6.49,34.02,23.78076923076923,22.19538461538462,6.013076923076923,14.034615384615385,84.83538461538463,2.5807692307692305,101.01846153846154
2023,Ha Nam,24.42538461538462,6.57,37.96,24.584615384615386,22.88,4.586153846153846,14.168461538461539,83.72846153846154,2.5461538461538464,101.01692307692308
2024,Ha Nam,24.673076923076923,6.08,38.24,24.81692307692308,23.165384615384614,6.476153846153846,13.44846153846154,84.09076923076924,2.6792307692307693,100.97153846153847
1995,Ha Noi,22.700000000000003,3.73,37.78,22.816153846153846,21.058461538461536,3.3746153846153844,14.032307692307693,82.93615384615386,1.843076923076923,100.15230769230769
1996,Ha Noi,22.727692307692305,2.22,39.5,22.906153846153845,20.855384615384615,4.268461538461539,13.721538461538461,80.9223076923077,1.9030769230769229,100.09769230769231
1997,Ha Noi,23.205384615384617,5.87,36.85,23.35230769230769,21.681538461538462,5.134615384615385,13.592307692307694,84.05692307692308,1.7338461538461538,100.13230769230769
1998,Ha Noi,23.76923076923077,5.86,37.39,23.821538461538463,21.985384615384614,3.493846153846154,14.625384615384615,81.75846153846153,1.709230769230769,100.09
1999,Ha Noi,23.232307692307693,-0.08,38.52,23.412307692307692,21.267692307692307,4.240769230769231,14.188461538461537,80.22846153846154,1.6976923076923076,100.07307692307693
2000,Ha Noi,23.02769230769231,1.81,35.83,23.181538461538462,21.235384615384614,3.5984615384615384,14.084615384615384,81.53615384615385,1.7323076923076923,100.05692307692308
2001,Ha Noi,23.18307692307692,4.64,40.38,23.326923076923077,21.430000000000003,5.487692307692308,13.356923076923078,82.00384615384615,1.7192307692307693,100.06846153846153
2002,Ha Noi,23.25692307692308,1.6,36.61,23.35076923076923,21.62769230769231,3.6907692307692304,13.164615384615384,83.06846153846155,1.7523076923076923,100.11153846153846
2003,Ha Noi,23.66076923076923,2.38,41.58,23.819999999999997,21.679230769230767,3.8115384615384618,14.703846153846154,80.24692307692308,1.8053846153846154,100.13000000000001
