year,region_level,region_name,commodity,season,area_thousand_ha,yield_ta_per_ha,production_thousand_tonnes
1999,1,Binh Phuoc,rice,main_rainy,17.3,17.2,29.7
1999,1,Binh Phuoc,rice,winter_spring,1.6,27.6,4.4
1999,1,Binh Phuoc,sweet_potato,annual,0.9,,4.5
1999,1,Binh Thuan,cassava,annual,5.3,,57.3
1999,1,Binh Thuan,maize,annual,10.3,27.3,28.1
1999,1,Binh Thuan,rice,main_rainy,42.9,29.2,125.3
1999,1,Binh Thuan,rice,summer_autumn_fall,28.4,29.7,84.3
1999,1,Binh Thuan,rice,winter_spring,16.4,42.4,69.5
1999,1,Binh Thuan,sweet_potato,annual,4.2,,21.3
1999,1,Ca Mau,maize,annual,0.2,35.0,0.7
1999,1,Ca Mau,rice,main_rainy,160.3,32.4,519.3
1999,1,Ca Mau,rice,summer_autumn_fall,61.6,38.6,237.6
1999,1,Ca Mau,rice,winter_spring,21.9,39.7,87.0
1999,1,Ca Mau,sweet_potato,annual,0.8,,3.7
1999,1,Can Tho,maize,annual,1.0,31.0,3.1
1999,1,Can Tho,rice,main_rainy,,,
1999,1,Can Tho,rice,summer_autumn_fall,291.4,34.9,1018.0
1999,1,Can Tho,rice,winter_spring,175.2,54.9,961.6
1999,1,Can Tho,sweet_potato,annual,0.6,,6.9
1999,1,Cao Bang,cassava,annual,1.4,,11.7
1999,1,Cao Bang,maize,annual,30.4,20.8,63.1
1999,1,Cao Bang,rice,main_rainy,26.3,31.8,83.7
1999,1,Cao Bang,rice,winter_spring,3.2,46.5,14.7
1999,1,Cao Bang,sweet_potato,annual,2.2,,10.4
1999,1,Da Nang,maize,annual,0.1,30.0,0.3
1999,1,Da Nang,rice,main_rainy,5.2,40.0,20.8
1999,1,Da Nang,rice,summer_autumn_fall,1.5,46.7,7.0
1999,1,Da Nang,rice,winter_spring,5.5,47.3,26.1
1999,1,Da Nang,sweet_potato,annual,1.8,,10.4
1999,1,Dak Lak,cassava,annual,3.6,,33.2
1999,1,Dak Lak,maize,annual,35.4,33.6,119.0
1999,1,Dak Lak,rice,main_rainy,42.3,32.9,139.3
1999,1,Dak Lak,rice,winter_spring,16.8,48.4,81.1
1999,1,Dak Lak,sweet_potato,annual,3.5,,25.5
1999,1,Dak Nong,cassava,annual,,,
1999,1,Dak Nong,maize,annual,,,
1999,1,Dak Nong,rice,main_rainy,,,
1999,1,Dak Nong,rice,winter_spring,,,
1999,1,Dak Nong,sweet_potato,annual,,,
1999,1,Dien Bien,cassava,annual,,,
1999,1,Dien Bien,maize,annual,,,
1999,1,Dien Bien,rice,main_rainy,,,
1999,1,Dien Bien,rice,winter_spring,,,
1999,1,Dien Bien,sweet_potato,annual,,,
1999,1,Dong Nai,cassava,annual,8.0,,61.5
1999,1,Dong Nai,maize,annual,61.7,32.8,202.5
1999,1,Dong Nai,rice,main_rainy,39.4,28.6,112.8
1999,1,Dong Nai,rice,summer_autumn_fall,24.6,27.8,68.3
1999,1,Dong Nai,rice,winter_spring,13.9,38.4,53.4
1999,1,Dong Nai,sweet_potato,annual,1.3,,6.9
1999,1,Dong Thap,maize,annual,2.5,48.4,12.1
1999,1,Dong Thap,rice,main_rainy,,,
1999,1,Dong Thap,rice,summer_autumn_fall,240.1,39.0,935.4
1999,1,Dong Thap,rice,winter_spring,202.6,56.3,1140.8
1999,1,Dong Thap,sweet_potato,annual,0.6,,7.7
1999,1,Gia Lai,cassava,annual,17.2,,130.9
1999,1,Gia Lai,maize,annual,20.7,21.0,43.4
1999,1,Gia Lai,rice,main_rainy,42.8,20.6,88.1
1999,1,Gia Lai,rice,winter_spring,13.0,46.4,60.4
1999,1,Gia Lai,sweet_potato,annual,3.0,,16.9
1999,1,Ha Giang,cassava,annual,3.6,,24.0
1999,1,Ha Giang,maize,annual,40.6,15.7,63.7
1999,1,Ha Giang,rice,main_rainy,23.0,36.6,84.2
1999,1,Ha Giang,rice,winter_spring,6.7,38.3,25.6
1999,1,Ha Giang,sweet_potato,annual,1.4,,3.7
1999,1,Ha Nam,maize,annual,8.0,31.5,25.2
1999,1,Ha Nam,rice,main_rainy,37.9,50.0,189.4
1999,1,Ha Nam,rice,winter_spring,37.2,52.2,194.0
1999,1,Ha Nam,sweet_potato,annual,3.8,,30.7
1999,1,Ha Noi,cassava,annual,0.4,,2.5
1999,1,Ha Noi,maize,annual,11.7,26.6,31.1
1999,1,Ha Noi,rice,main_rainy,29.1,39.3,114.5
1999,1,Ha Noi,rice,winter_spring,24.8,37.5,93.1
1999,1,Ha Noi,sweet_potato,annual,4.0,,25.6
1999,1,Ha Tay,maize,annual,19.7,32.7,64.5
1999,1,Ha Tay,rice,main_rainy,85.5,52.7,450.3
1999,1,Ha Tay,rice,winter_spring,82.1,51.9,426.3
1999,1,Ha Tay,sweet_potato,annual,12.4,,100.9
1999,1,Ha Tinh,cassava,annual,2.4,,16.9
1999,1,Ha Tinh,maize,annual,3.5,23.1,8.1
1999,1,Ha Tinh,rice,main_rainy,17.1,14.5,24.8
1999,1,Ha Tinh,rice,summer_autumn_fall,33.9,39.2,132.8
1999,1,Ha Tinh,rice,winter_spring,55.0,40.0,220.2
1999,1,Ha Tinh,sweet_potato,annual,19.7,,110.8
1999,1,Hai Duong,maize,annual,9.0,37.0,33.3
1999,1,Hai Duong,rice,main_rainy,72.9,53.6,390.6
1999,1,Hai Duong,rice,winter_spring,74.0,56.7,420.0
1999,1,Hai Duong,sweet_potato,annual,7.8,,79.7
1999,1,Hai Phong,maize,annual,0.5,30.0,1.5
1999,1,Hai Phong,rice,main_rainy,49.0,48.4,237.0
1999,1,Hai Phong,rice,winter_spring,46.2,50.6,234.1
1999,1,Hai Phong,sweet_potato,annual,4.2,,38.9
1999,1,Hau Giang,maize,annual,,,
1999,1,Hau Giang,rice,main_rainy,,,
1999,1,Hau Giang,rice,summer_autumn_fall,,,
1999,1,Hau Giang,rice,winter_spring,,,
1999,1,Hau Giang,sweet_potato,annual,,,
1999,1,Hoa Binh,cassava,annual,8.8,,61.5
1999,1,Hoa Binh,maize,annual,19.4,16.4,31.8
1999,1,Hoa Binh,rice,main_rainy,27.0,37.0,99.9
1999,1,Hoa Binh,rice,winter_spring,14.5,34.6,50.3
1999,1,Hoa Binh,sweet_potato,annual,4.7,,17.3
1999,1,Hung Yen,maize,annual,10.1,30.3,30.6
1999,1,Hung Yen,rice,main_rainy,46.9,56.5,264.9
1999,1,Hung Yen,rice,winter_spring,42.7,57.3,244.4
1999,1,Hung Yen,sweet_potato,annual,3.7,,41.7
1999,1,Khanh Hoa,cassava,annual,4.4,,43.3
1999,1,Khanh Hoa,maize,annual,4.9,11.2,5.5
1999,1,Khanh Hoa,rice,main_rainy,12.3,17.7,21.8
1999,1,Khanh Hoa,rice,summer_autumn_fall,16.6,46.7,77.6
1999,1,Khanh Hoa,rice,winter_spring,16.0,48.0,76.9
1999,1,Khanh Hoa,sweet_potato,annual,0.3,,1.1
1999,1,Kien Giang,cassava,annual,1.1,,7.7
1999,1,Kien Giang,maize,annual,,,
1999,1,Kien Giang,rice,main_rainy,82.9,28.3,234.5
1999,1,Kien Giang,rice,summer_autumn_fall,255.7,35.5,909.0
1999,1,Kien Giang,rice,winter_spring,182.7,48.3,882.7
1999,1,Kien Giang,sweet_potato,annual,1.1,,15.0
1999,1,Kon Tum,cassava,annual,11.5,,114.1
1999,1,Kon Tum,maize,annual,4.1,20.2,8.3
1999,1,Kon Tum,rice,main_rainy,15.7,20.0,31.4
1999,1,Kon Tum,rice,winter_spring,3.6,36.9,13.4
1999,1,Kon Tum,sweet_potato,annual,0.3,,1.7
1999,1,Lai Chau,cassava,annual,8.4,,62.5
1999,1,Lai Chau,maize,annual,30.1,13.5,40.6
1999,1,Lai Chau,rice,main_rainy,43.4,20.9,90.7
1999,1,Lai Chau,rice,winter_spring,6.1,52.1,31.9
1999,1,Lai Chau,sweet_potato,annual,0.9,,4.0
1999,1,Lam Dong,maize,annual,13.7,41.4,56.7
1999,1,Lam Dong,rice,main_rainy,18.8,32.7,61.4
1999,1,Lam Dong,rice,summer_autumn_fall,5.6,20.4,11.4
1999,1,Lam Dong,rice,winter_spring,7.4,35.1,25.9
1999,1,Lam Dong,sweet_potato,annual,2.6,,17.1
1999,1,Lang Son,cassava,annual,3.9,,29.9
1999,1,Lang Son,maize,annual,10.6,30.4,32.2
1999,1,Lang Son,rice,main_rainy,33.9,28.8,97.6
1999,1,Lang Son,rice,winter_spring,11.6,44.7,51.7
1999,1,Lang Son,sweet_potato,annual,2.6,,13.4
1999,1,Lao Cai,cassava,annual,5.9,,61.3
1999,1,Lao Cai,maize,annual,22.0,16.9,37.1
1999,1,Lao Cai,rice,main_rainy,27.4,25.4,69.7
1999,1,Lao Cai,rice,winter_spring,8.1,42.4,34.2
1999,1,Lao Cai,sweet_potato,annual,0.4,,2.1
1999,1,Long An,cassava,annual,1.0,,6.0
1999,1,Long An,maize,annual,0.4,25.0,1.0
1999,1,Long An,rice,main_rainy,32.4,15.6,50.5
1999,1,Long An,rice,summer_autumn_fall,174.2,29.6,516.3
1999,1,Long An,rice,winter_spring,234.6,40.7,956.0
1999,1,Long An,sweet_potato,annual,0.1,,0.1
1999,1,Nam Dinh,maize,annual,5.1,32.0,16.3
1999,1,Nam Dinh,rice,main_rainy,83.8,52.1,436.8
1999,1,Nam Dinh,rice,winter_spring,81.9,65.6,537.0
1999,1,Nam Dinh,sweet_potato,annual,7.0,,55.4
1999,1,Nghe An,cassava,annual,10.3,,66.9
1999,1,Nghe An,maize,annual,37.7,21.3,80.4
1999,1,Nghe An,rice,main_rainy,55.2,18.3,101.1
1999,1,Nghe An,rice,summer_autumn_fall,48.5,41.0,199.0
1999,1,Nghe An,rice,winter_spring,72.7,46.0,334.2
1999,1,Nghe An,sweet_potato,annual,32.2,,180.8
1999,1,Ninh Binh,maize,annual,6.6,30.3,20.0
1999,1,Ninh Binh,rice,main_rainy,40.2,49.0,196.8
1999,1,Ninh Binh,rice,winter_spring,42.0,55.1,231.7
1999,1,Ninh Binh,sweet_potato,annual,3.9,,23.3
1999,1,Ninh Thuan,maize,annual,8.8,13.2,11.6
1999,1,Ninh Thuan,rice,main_rainy,12.8,30.9,39.6
1999,1,Ninh Thuan,rice,summer_autumn_fall,11.1,49.5,55.0
1999,1,Ninh Thuan,rice,winter_spring,11.5,57.3,65.7
1999,1,Ninh Thuan,sweet_potato,annual,0.1,,0.2
1999,1,Phu Tho,cassava,annual,8.0,,64.1
1999,1,Phu Tho,maize,annual,16.1,27.9,44.9
1999,1,Phu Tho,rice,main_rainy,34.9,37.2,129.8
1999,1,Phu Tho,rice,winter_spring,32.3,34.4,110.8
1999,1,Phu Tho,sweet_potato,annual,5.6,,25.4
1999,1,Phu Yen,cassava,annual,2.4,,17.6
1999,1,Phu Yen,maize,annual,3.7,7.0,2.6
1999,1,Phu Yen,rice,main_rainy,12.2,21.0,25.6
1999,1,Phu Yen,rice,summer_autumn_fall,22.8,54.9,125.1
1999,1,Phu Yen,rice,winter_spring,24.5,56.6,138.5
1999,1,Phu Yen,sweet_potato,annual,0.8,,4.6
1999,1,Quang Binh,cassava,annual,4.2,,28.5
1999,1,Quang Binh,maize,annual,3.4,22.6,7.7
1999,1,Quang Binh,rice,main_rainy,4.5,7.1,3.2
1999,1,Quang Binh,rice,summer_autumn_fall,16.5,35.2,58.1
1999,1,Quang Binh,rice,winter_spring,25.9,42.0,108.6
1999,1,Quang Binh,sweet_potato,annual,7.1,,37.9
1999,1,Quang Nam,cassava,annual,11.7,,95.8
1999,1,Quang Nam,maize,annual,7.3,20.3,14.8
1999,1,Quang Nam,rice,main_rainy,45.7,30.0,137.2
1999,1,Quang Nam,rice,summer_autumn_fall,15.8,39.9,63.1
1999,1,Quang Nam,rice,winter_spring,41.4,34.9,144.4
1999,1,Quang Nam,sweet_potato,annual,11.2,,52.9
1999,1,Quang Ngai,cassava,annual,8.2,,53.9
1999,1,Quang Ngai,maize,annual,6.3,21.7,13.7
1999,1,Quang Ngai,rice,main_rainy,30.7,31.1,95.4
1999,1,Quang Ngai,rice,summer_autumn_fall,24.3,43.3,105.3
1999,1,Quang Ngai,rice,winter_spring,34.2,39.2,134.2
1999,1,Quang Ngai,sweet_potato,annual,4.3,,20.8
1999,1,Quang Ninh,maize,annual,4.5,24.7,11.1
1999,1,Quang Ninh,rice,main_rainy,30.0,33.6,100.7
1999,1,Quang Ninh,rice,winter_spring,17.1,34.6,59.3
1999,1,Quang Ninh,sweet_potato,annual,6.7,,35.9
1999,1,Quang Tri,cassava,annual,3.8,,29.0
1999,1,Quang Tri,maize,annual,2.1,16.7,3.5
1999,1,Quang Tri,rice,main_rainy,5.2,6.3,3.3
1999,1,Quang Tri,rice,summer_autumn_fall,18.0,43.2,77.7
1999,1,Quang Tri,rice,winter_spring,21.5,43.9,94.3
1999,1,Quang Tri,sweet_potato,annual,4.7,,26.6
1999,1,Soc Trang,maize,annual,2.6,24.6,6.4
1999,1,Soc Trang,rice,main_rainy,51.0,36.4,185.6
1999,1,Soc Trang,rice,summer_autumn_fall,168.3,41.6,700.2
1999,1,Soc Trang,rice,winter_spring,137.2,45.3,621.7
1999,1,Soc Trang,sweet_potato,annual,1.3,,11.4
1999,1,Son La,cassava,annual,16.6,,116.0
1999,1,Son La,maize,annual,42.5,22.9,97.2
1999,1,Son La,rice,main_rainy,35.9,19.7,70.8
1999,1,Son La,rice,winter_spring,6.0,47.6,28.6
1999,1,Son La,sweet_potato,annual,0.7,,3.1
1999,1,TP Ho Chi Minh,maize,annual,1.1,28.2,3.1
1999,1,TP Ho Chi Minh,rice,main_rainy,50.1,26.4,132.4
1999,1,TP Ho Chi Minh,rice,summer_autumn_fall,15.0,33.3,49.9
1999,1,TP Ho Chi Minh,rice,winter_spring,12.7,34.2,43.3
1999,1,TP Ho Chi Minh,sweet_potato,annual,0.1,,1.0
1999,1,Tay Ninh,cassava,annual,0.6,,7.9
1999,1,Tay Ninh,maize,annual,5.4,29.4,15.9
1999,1,Tay Ninh,rice,main_rainy,80.0,25.3,202.5
1999,1,Tay Ninh,rice,summer_autumn_fall,45.7,31.5,143.8
1999,1,Tay Ninh,rice,winter_spring,43.8,36.8,161.0
1999,1,Tay Ninh,sweet_potato,annual,,,
1999,1,Thai Binh,maize,annual,5.4,39.6,21.4
1999,1,Thai Binh,rice,main_rainy,87.1,58.2,507.2
1999,1,Thai Binh,rice,winter_spring,85.0,65.0,552.6
1999,1,Thai Binh,sweet_potato,annual,9.9,,105.1
1999,1,Thai Nguyen,cassava,annual,3.2,,23.9
1999,1,Thai Nguyen,maize,annual,10.3,29.8,30.7
1999,1,Thai Nguyen,rice,main_rainy,43.2,37.6,162.4
1999,1,Thai Nguyen,rice,winter_spring,22.1,38.7,85.7
1999,1,Thai Nguyen,sweet_potato,annual,11.3,,52.5
1999,1,Thanh Hoa,cassava,annual,10.9,,65.1
1999,1,Thanh Hoa,maize,annual,45.8,27.8,127.1
1999,1,Thanh Hoa,rice,main_rainy,138.0,36.5,503.7
1999,1,Thanh Hoa,rice,winter_spring,114.9,48.5,557.6
1999,1,Thanh Hoa,sweet_potato,annual,27.9,,158.5
1999,1,Thua Thien Hue,cassava,annual,4.7,,16.3
1999,1,Thua Thien Hue,maize,annual,0.9,13.3,1.2
1999,1,Thua Thien Hue,rice,main_rainy,0.6,5.0,0.3
1999,1,Thua Thien Hue,rice,summer_autumn_fall,24.0,43.4,104.1
1999,1,Thua Thien Hue,rice,winter_spring,26.4,42.3,111.6
1999,1,Thua Thien Hue,sweet_potato,annual,6.0,,21.3
1999,1,Tien Giang,maize,annual,2.4,25.0,6.0
1999,1,Tien Giang,rice,main_rainy,3.3,26.1,8.6
1999,1,Tien Giang,rice,summer_autumn_fall,187.2,43.0,804.7
1999,1,Tien Giang,rice,winter_spring,95.9,50.9,488.4
1999,1,Tien Giang,sweet_potato,annual,0.5,,4.0
1999,1,Tra Vinh,maize,annual,1.8,28.3,5.1
1999,1,Tra Vinh,rice,main_rainy,94.8,29.7,282.0
1999,1,Tra Vinh,rice,summer_autumn_fall,84.6,40.0,338.2
1999,1,Tra Vinh,rice,winter_spring,53.2,41.2,219.0
1999,1,Tra Vinh,sweet_potato,annual,1.9,,21.6
1999,1,Tuyen Quang,cassava,annual,3.7,,38.8
1999,1,Tuyen Quang,maize,annual,12.4,27.4,34.0
1999,1,Tuyen Quang,rice,main_rainy,26.5,40.3,106.8
1999,1,Tuyen Quang,rice,winter_spring,16.6,42.3,70.3
1999,1,Tuyen Quang,sweet_potato,annual,4.9,,23.7
1999,1,Vinh Long,cassava,annual,0.3,,3.3
1999,1,Vinh Long,maize,annual,0.8,16.3,1.3
1999,1,Vinh Long,rice,main_rainy,2.1,40.5,8.5
1999,1,Vinh Long,rice,summer_autumn_fall,145.9,37.0,540.4
1999,1,Vinh Long,rice,winter_spring,76.2,54.7,417.1
1999,1,Vinh Long,sweet_potato,annual,2.5,,43.1
1999,1,Vinh Phuc,maize,annual,20.9,28.8,60.2
1999,1,Vinh Phuc,rice,main_rainy,37.3,39.9,148.8
1999,1,Vinh Phuc,rice,winter_spring,34.5,36.4,125.7
1999,1,Vinh Phuc,sweet_potato,annual,7.9,,48.8
1999,1,Yen Bai,cassava,annual,8.5,,77.3
1999,1,Yen Bai,maize,annual,9.2,19.0,17.5
1999,1,Yen Bai,rice,main_rainy,24.6,31.7,77.9
1999,1,Yen Bai,rice,winter_spring,14.9,44.1,65.8
1999,1,Yen Bai,sweet_potato,annual,1.8,,9.1
2000,1,An Giang,cassava,annual,0.6,,8.1
2000,1,An Giang,maize,annual,5.1,20.6,10.5
2000,1,An Giang,rice,main_rainy,11.2,23.0,25.8
2000,1,An Giang,rice,summer_autumn_fall,232.8,34.7,807.0
2000,1,An Giang,rice,winter_spring,220.4,61.0,1344.9
2000,1,An Giang,sweet_potato,annual,0.4,,5.8
2000,1,Ba Ria - Vung Tau,cassava,annual,3.7,,53.0
2000,1,Ba Ria - Vung Tau,maize,annual,19.3,35.3,68.2
2000,1,Ba Ria - Vung Tau,rice,main_rainy,16.2,27.3,44.2
2000,1,Ba Ria - Vung Tau,rice,summer_autumn_fall,5.8,30.9,17.9
2000,1,Ba Ria - Vung Tau,rice,winter_spring,4.8,37.1,17.8
2000,1,Ba Ria - Vung Tau,sweet_potato,annual,1.3,,5.9
2000,1,Bac Giang,cassava,annual,3.5,,32.2
2000,1,Bac Giang,maize,annual,11.4,25.8,29.4
2000,1,Bac Giang,rice,main_rainy,64.3,39.6,254.4
2000,1,Bac Giang,rice,winter_spring,50.7,43.1,218.4
2000,1,Bac Giang,sweet_potato,annual,14.8,,115.7
2000,1,Bac Kan,cassava,annual,3.1,,26.8
2000,1,Bac Kan,maize,annual,9.9,21.4,21.2
2000,1,Bac Kan,rice,main_rainy,13.5,33.0,44.5
2000,1,Bac Kan,rice,winter_spring,5.3,41.1,21.8
2000,1,Bac Kan,sweet_potato,annual,0.4,,1.4
2000,1,Bac Lieu,maize,annual,0.3,26.7,0.8
2000,1,Bac Lieu,rice,main_rainy,98.3,39.2,385.7
2000,1,Bac Lieu,rice,summer_autumn_fall,84.6,42.9,363.2
2000,1,Bac Lieu,rice,winter_spring,34.4,42.0,144.6
2000,1,Bac Lieu,sweet_potato,annual,0.2,,1.1
2000,1,Bac Ninh,maize,annual,4.4,26.1,11.5
2000,1,Bac Ninh,rice,main_rainy,42.5,49.4,210.1
2000,1,Bac Ninh,rice,winter_spring,41.5,55.7,231.3
2000,1,Bac Ninh,sweet_potato,annual,3.3,,30.6
2000,1,Ben Tre,maize,annual,0.8,27.5,2.2
2000,1,Ben Tre,rice,main_rainy,48.9,26.5,129.7
2000,1,Ben Tre,rice,summer_autumn_fall,29.5,39.0,115.1
2000,1,Ben Tre,rice,winter_spring,23.2,48.5,112.5
2000,1,Ben Tre,sweet_potato,annual,0.4,,3.4
2000,1,Binh Dinh,cassava,annual,10.1,,88.6
2000,1,Binh Dinh,maize,annual,2.8,33.9,9.5
2000,1,Binh Dinh,rice,main_rainy,39.5,33.2,131.3
2000,1,Binh Dinh,rice,summer_autumn_fall,40.9,42.6,174.2
2000,1,Binh Dinh,rice,winter_spring,46.5,46.8,217.5
2000,1,Binh Dinh,sweet_potato,annual,1.2,,5.7
2000,1,Binh Duong,cassava,annual,1.8,,12.1
2000,1,Binh Duong,maize,annual,1.3,16.2,2.1
2000,1,Binh Duong,rice,main_rainy,14.7,23.1,33.9
2000,1,Binh Duong,rice,summer_autumn_fall,4.1,30.5,12.5
2000,1,Binh Duong,rice,winter_spring,6.1,33.1,20.2
2000,1,Binh Duong,sweet_potato,annual,0.8,,5.4
2000,1,Binh Phuoc,cassava,annual,1.2,,13.9
2000,1,Binh Phuoc,maize,annual,5.9,26.3,15.5
2000,1,Binh Phuoc,rice,main_rainy,13.9,17.3,24.0
2000,1,Binh Phuoc,rice,winter_spring,2.0,28.0,5.6
2000,1,Binh Phuoc,sweet_potato,annual,0.7,,4.2
2000,1,Binh Thuan,cassava,annual,6.8,,52.2
2000,1,Binh Thuan,maize,annual,12.0,28.8,34.6
2000,1,Binh Thuan,rice,main_rainy,43.7,29.4,128.5
2000,1,Binh Thuan,rice,summer_autumn_fall,30.0,39.2,117.7
2000,1,Binh Thuan,rice,winter_spring,19.4,38.8,75.3
2000,1,Binh Thuan,sweet_potato,annual,3.7,,17.3
2000,1,Ca Mau,maize,annual,0.3,36.7,1.1
2000,1,Ca Mau,rice,main_rainy,147.0,29.5,434.2
2000,1,Ca Mau,rice,summer_autumn_fall,86.2,41.9,361.2
2000,1,Ca Mau,rice,winter_spring,15.0,36.7,55.1
2000,1,Ca Mau,sweet_potato,annual,0.9,,4.2
2000,1,Can Tho,maize,annual,1.1,32.7,3.6
2000,1,Can Tho,rice,main_rainy,,,
2000,1,Can Tho,rice,summer_autumn_fall,233.1,36.6,853.7
2000,1,Can Tho,rice,winter_spring,180.3,57.1,1029.1
2000,1,Can Tho,sweet_potato,annual,0.5,,6.3
2000,1,Cao Bang,cassava,annual,1.6,,13.0
2000,1,Cao Bang,maize,annual,31.5,24.1,75.8
2000,1,Cao Bang,rice,main_rainy,25.3,28.3,71.6
2000,1,Cao Bang,rice,winter_spring,3.4,48.2,16.4
2000,1,Cao Bang,sweet_potato,annual,2.1,,8.9
2000,1,Da Nang,maize,annual,0.1,60.0,0.6
2000,1,Da Nang,rice,main_rainy,5.0,45.8,22.9
2000,1,Da Nang,rice,summer_autumn_fall,0.7,44.3,3.1
2000,1,Da Nang,rice,winter_spring,5.5,47.6,26.2
2000,1,Da Nang,sweet_potato,annual,1.4,,8.6
2000,1,Dak Lak,cassava,annual,4.0,,37.2
2000,1,Dak Lak,maize,annual,46.5,41.6,193.5
2000,1,Dak Lak,rice,main_rainy,45.2,35.8,161.7
2000,1,Dak Lak,rice,winter_spring,18.8,51.1,96.1
2000,1,Dak Lak,sweet_potato,annual,3.6,,26.9
2000,1,Dak Nong,cassava,annual,,,
2000,1,Dak Nong,maize,annual,,,
2000,1,Dak Nong,rice,main_rainy,,,
2000,1,Dak Nong,rice,winter_spring,,,
2000,1,Dak Nong,sweet_potato,annual,,,
2000,1,Dien Bien,cassava,annual,,,
2000,1,Dien Bien,maize,annual,,,
2000,1,Dien Bien,rice,main_rainy,,,
2000,1,Dien Bien,rice,winter_spring,,,
2000,1,Dien Bien,sweet_potato,annual,,,
2000,1,Dong Nai,cassava,annual,8.4,,63.8
2000,1,Dong Nai,maize,annual,65.3,35.7,232.9
2000,1,Dong Nai,rice,main_rainy,40.2,29.9,120.2
2000,1,Dong Nai,rice,summer_autumn_fall,26.4,33.6,88.7
2000,1,Dong Nai,rice,winter_spring,15.3,40.1,61.4
2000,1,Dong Nai,sweet_potato,annual,0.9,,5.0
2000,1,Dong Thap,maize,annual,2.6,40.4,10.5
2000,1,Dong Thap,rice,main_rainy,,,
2000,1,Dong Thap,rice,summer_autumn_fall,204.7,33.3,682.2
2000,1,Dong Thap,rice,winter_spring,203.7,58.7,1196.3
2000,1,Dong Thap,sweet_potato,annual,0.3,,2.7
2000,1,Gia Lai,cassava,annual,17.7,,157.1
2000,1,Gia Lai,maize,annual,23.5,27.5,64.7
2000,1,Gia Lai,rice,main_rainy,45.0,22.9,103.1
2000,1,Gia Lai,rice,winter_spring,14.2,50.7,72.0
2000,1,Gia Lai,sweet_potato,annual,2.6,,10.7
2000,1,Ha Giang,cassava,annual,3.2,,21.2
2000,1,Ha Giang,maize,annual,41.8,17.2,71.7
2000,1,Ha Giang,rice,main_rainy,23.7,37.9,89.9
2000,1,Ha Giang,rice,winter_spring,7.5,42.0,31.5
2000,1,Ha Giang,sweet_potato,annual,1.2,,4.2
2000,1,Ha Nam,maize,annual,7.9,29.5,23.3
2000,1,Ha Nam,rice,main_rainy,38.1,48.6,185.0
2000,1,Ha Nam,rice,winter_spring,37.3,53.8,200.6
2000,1,Ha Nam,sweet_potato,annual,3.4,,23.1
2000,1,Ha Noi,cassava,annual,0.4,,2.8
2000,1,Ha Noi,maize,annual,12.1,26.2,31.7
2000,1,Ha Noi,rice,main_rainy,28.7,38.7,111.0
2000,1,Ha Noi,rice,winter_spring,25.5,44.5,113.6
2000,1,Ha Noi,sweet_potato,annual,3.8,,24.7
2000,1,Ha Tay,maize,annual,20.6,33.5,69.0
2000,1,Ha Tay,rice,main_rainy,85.7,53.4,457.7
2000,1,Ha Tay,rice,winter_spring,83.1,55.8,463.7
2000,1,Ha Tay,sweet_potato,annual,11.2,,85.3
2000,1,Ha Tinh,cassava,annual,2.5,,15.6
2000,1,Ha Tinh,maize,annual,2.5,23.2,5.8
2000,1,Ha Tinh,rice,main_rainy,15.9,17.0,27.0
2000,1,Ha Tinh,rice,summer_autumn_fall,36.2,36.9,133.4
2000,1,Ha Tinh,rice,winter_spring,55.2,42.6,235.3
2000,1,Ha Tinh,sweet_potato,annual,19.7,,107.9
2000,1,Hai Duong,maize,annual,5.2,37.3,19.4
2000,1,Hai Duong,rice,main_rainy,73.3,52.6,385.2
2000,1,Hai Duong,rice,winter_spring,74.2,59.1,438.3
2000,1,Hai Duong,sweet_potato,annual,7.7,,72.1
2000,1,Hai Phong,maize,annual,0.6,30.0,1.8
2000,1,Hai Phong,rice,main_rainy,49.4,47.3,233.7
2000,1,Hai Phong,rice,winter_spring,46.5,55.2,256.6
2000,1,Hai Phong,sweet_potato,annual,4.1,,37.8
2000,1,Hau Giang,maize,annual,,,
2000,1,Hau Giang,rice,main_rainy,,,
2000,1,Hau Giang,rice,summer_autumn_fall,,,
2000,1,Hau Giang,rice,winter_spring,,,
2000,1,Hau Giang,sweet_potato,annual,,,
2000,1,Hoa Binh,cassava,annual,9.8,,73.8
2000,1,Hoa Binh,maize,annual,21.5,22.7,48.8
2000,1,Hoa Binh,rice,main_rainy,26.9,34.6,93.2
2000,1,Hoa Binh,rice,winter_spring,16.5,42.8,70.7
2000,1,Hoa Binh,sweet_potato,annual,4.9,,19.2
2000,1,Hung Yen,maize,annual,7.2,26.5,19.1
2000,1,Hung Yen,rice,main_rainy,46.4,57.0,264.5
2000,1,Hung Yen,rice,winter_spring,43.3,61.3,265.5
2000,1,Hung Yen,sweet_potato,annual,3.7,,33.1
2000,1,Khanh Hoa,cassava,annual,4.5,,46.3
2000,1,Khanh Hoa,maize,annual,5.0,14.6,7.3
2000,1,Khanh Hoa,rice,main_rainy,11.4,22.9,26.1
2000,1,Khanh Hoa,rice,summer_autumn_fall,17.8,46.9,83.5
2000,1,Khanh Hoa,rice,winter_spring,16.5,47.0,77.6
2000,1,Khanh Hoa,sweet_potato,annual,0.2,,0.9
2000,1,Kien Giang,cassava,annual,0.7,,5.3
2000,1,Kien Giang,maize,annual,,,
