province_name,year,commodity,season,area_thousand_ha,yield_ta_per_ha,production_thousand_tonnes,avg_temperature,min_temperature,max_temperature,surface_temperature,wet_bulb_temperature,precipitation,solar_radiation,relative_humidity,wind_speed,surface_pressure,latitude_center,longitude_center,latitude_min,longitude_min,latitude_max,longitude_max,surface_elevation,avg_ndvi,soil_ph_level,soil_organic_carbon,soil_nitrogen_content,soil_sand_ratio,soil_clay_ratio
Ha Giang,2000,rice,main_rainy,23.7,37.9,89.9,21.343846153846155,0.86,36.17,21.013076923076923,19.33230769230769,3.727692307692308,13.621538461538462,80.19307692307692,0.4523076923076923,95.68615384615386,22.6740844,105.0171206,22.754574,104.8632638,22.8789506,105.0750551,84.0,0.6254,5.7,1.64,0.1875,27.3,32.7
Ha Giang,2000,rice,winter_spring,7.5,42.0,31.5,21.343846153846155,0.86,36.17,21.013076923076923,19.33230769230769,3.727692307692308,13.621538461538462,80.19307692307692,0.4523076923076923,95.68615384615386,22.6740844,105.0171206,22.754574,104.8632638,22.8789506,105.0750551,84.0,0.6254,5.7,1.64,0.1875,27.3,32.7
Ha Giang,2000,sweet_potato,annual,1.2,35.0,4.2,21.343846153846155,0.86,36.17,21.013076923076923,19.33230769230769,3.727692307692308,13.621538461538462,80.19307692307692,0.4523076923076923,95.68615384615386,22.6740844,105.0171206,22.754574,104.8632638,22.8789506,105.0750551,84.0,0.6254,5.7,1.64,0.1875,27.3,32.7
Ha Nam,2000,maize,annual,7.9,29.5,23.3,23.57384615384615,5.37,35.2,23.837692307692308,21.90230769230769,3.706153846153846,14.6,82.49384615384616,2.563846153846154,100.96307692307693,20.5544846,106.1034254,20.36286,105.7690113,20.7043816,106.1832245,5.0,0.4582,6.0,1.51,0.1794,24.6,36.4
Ha Nam,2000,rice,main_rainy,38.1,48.6,185.0,23.57384615384615,5.37,35.2,23.837692307692308,21.90230769230769,3.706153846153846,14.6,82.49384615384616,2.563846153846154,100.96307692307693,20.5544846,106.1034254,20.36286,105.7690113,20.7043816,106.1832245,5.0,0.4582,6.0,1.51,0.1794,24.6,36.4
Ha Nam,2000,rice,winter_spring,37.3,53.8,200.6,23.57384615384615,5.37,35.2,23.837692307692308,21.90230769230769,3.706153846153846,14.6,82.49384615384616,2.563846153846154,100.96307692307693,20.5544846,106.1034254,20.36286,105.7690113,20.7043816,106.1832245,5.0,0.4582,6.0,1.51,0.1794,24.6,36.4
Ha Nam,2000,sweet_potato,annual,3.4,67.9412,23.1,23.57384615384615,5.37,35.2,23.837692307692308,21.90230769230769,3.706153846153846,14.6,82.49384615384616,2.563846153846154,100.96307692307693,20.5544846,106.1034254,20.36286,105.7690113,20.7043816,106.1832245,5.0,0.4582,6.0,1.51,0.1794,24.6,36.4
Ha Noi,2000,cassava,annual,0.4,70.0,2.8,23.02769230769231,1.81,35.83,23.181538461538462,21.23538461538461,3.5984615384615384,14.084615384615384,81.53615384615385,1.7323076923076923,100.05692307692308,21.1176225,105.3953741,20.5645154,105.2889615,21.3854176,106.0200725,37.0,0.5304,6.2,1.3,0.1184,27.0,33.5
Ha Noi,2000,maize,annual,12.1,26.2,31.7,23.02769230769231,1.81,35.83,23.181538461538462,21.23538461538461,3.5984615384615384,14.084615384615384,81.53615384615385,1.7323076923076923,100.05692307692308,21.1176225,105.3953741,20.5645154,105.2889615,21.3854176,106.0200725,37.0,0.5304,6.2,1.3,0.1184,27.0,33.5
Ha Noi,2000,rice,main_rainy,28.7,38.7,111.0,23.02769230769231,1.81,35.83,23.181538461538462,21.23538461538461,3.5984615384615384,14.084615384615384,81.53615384615385,1.7323076923076923,100.05692307692308,21.1176225,105.3953741,20.5645154,105.2889615,21.3854176,106.0200725,37.0,0.5304,6.2,1.3,0.1184,27.0,33.5
Ha Noi,2000,rice,winter_spring,25.5,44.5,113.6,23.02769230769231,1.81,35.83,23.181538461538462,21.23538461538461,3.5984615384615384,14.084615384615384,81.53615384615385,1.7323076923076923,100.05692307692308,21.1176225,105.3953741,20.5645154,105.2889615,21.3854176,106.0200725,37.0,0.5304,6.2,1.3,0.1184,27.0,33.5
Ha Noi,2000,sweet_potato,annual,3.8,65.0,24.7,23.02769230769231,1.81,35.83,23.181538461538462,21.23538461538461,3.5984615384615384,14.084615384615384,81.53615384615385,1.7323076923076923,100.05692307692308,21.1176225,105.3953741,20.5645154,105.2889615,21.3854176,106.0200725,37.0,0.5304,6.2,1.3,0.1184,27.0,33.5
Ha Tay,2000,maize,annual,20.6,33.5,69.0,23.02769230769231,1.81,35.83,23.181538461538462,21.23538461538461,3.5984615384615384,14.38,81.53615384615385,1.7323076923076923,100.05692307692308,20.965872,105.550891,10.1156658,103.9842333,10.1157658,103.9843333,10.0,0.5031,6.0,1.56,0.1507,23.4,33.4
Ha Tay,2000,rice,main_rainy,85.7,53.4,457.7,23.02769230769231,1.81,35.83,23.181538461538462,21.23538461538461,3.5984615384615384,14.38,81.53615384615385,1.7323076923076923,100.05692307692308,20.965872,105.550891,10.1156658,103.9842333,10.1157658,103.9843333,10.0,0.5031,6.0,1.56,0.1507,23.4,33.4
Ha Tay,2000,rice,winter_spring,83.1,55.8,463.7,23.02769230769231,1.81,35.83,23.181538461538462,21.23538461538461,3.5984615384615384,14.38,81.53615384615385,1.7323076923076923,100.05692307692308,20.965872,105.550891,10.1156658,103.9842333,10.1157658,103.9843333,10.0,0.5031,6.0,1.56,0.1507,23.4,33.4
Ha Tay,2000,sweet_potato,annual,11.2,76.1607,85.3,23.02769230769231,1.81,35.83,23.181538461538462,21.23538461538461,3.5984615384615384,14.38,81.53615384615385,1.7323076923076923,100.05692307692308,20.965872,105.550891,10.1156658,103.9842333,10.1157658,103.9843333,10.0,0.5031,6.0,1.56,0.1507,23.4,33.4
Ha Tinh,2000,cassava,annual,2.5,62.4,15.6,24.35384615384616,13.55,35.76,24.525384615384613,22.841538461538462,3.973076923076923,15.35153846153846,84.0776923076923,2.147692307692308,99.88692307692308,18.2224591,106.0308039,17.9096017,105.1034678,18.767,106.7537007,5.0,0.4866,5.5,2.29,0.2829,33.8,34.8
Ha Tinh,2000,maize,annual,2.5,23.2,5.8,24.35384615384616,13.55,35.76,24.525384615384613,22.841538461538462,3.973076923076923,15.35153846153846,84.0776923076923,2.147692307692308,99.88692307692308,18.2224591,106.0308039,17.9096017,105.1034678,18.767,106.7537007,5.0,0.4866,5.5,2.29,0.2829,33.8,34.8
Ha Tinh,2000,rice,main_rainy,15.9,17.0,27.0,24.35384615384616,13.55,35.76,24.525384615384613,22.841538461538462,3.973076923076923,15.35153846153846,84.0776923076923,2.147692307692308,99.88692307692308,18.2224591,106.0308039,17.9096017,105.1034678,18.767,106.7537007,5.0,0.4866,5.5,2.29,0.2829,33.8,34.8
Ha Tinh,2000,rice,summer_autumn_fall,36.2,36.9,133.4,24.35384615384616,13.55,35.76,24.525384615384613,22.841538461538462,3.973076923076923,15.35153846153846,84.0776923076923,2.147692307692308,99.88692307692308,18.2224591,106.0308039,17.9096017,105.1034678,18.767,106.7537007,5.0,0.4866,5.5,2.29,0.2829,33.8,34.8
Ha Tinh,2000,rice,winter_spring,55.2,42.6,235.3,24.35384615384616,13.55,35.76,24.525384615384613,22.841538461538462,3.973076923076923,15.35153846153846,84.0776923076923,2.147692307692308,99.88692307692308,18.2224591,106.0308039,17.9096017,105.1034678,18.767,106.7537007,5.0,0.4866,5.5,2.29,0.2829,33.8,34.8
Ha Tinh,2000,sweet_potato,annual,19.7,54.7716,107.9,24.35384615384616,13.55,35.76,24.525384615384613,22.841538461538462,3.973076923076923,15.35153846153846,84.0776923076923,2.147692307692308,99.88692307692308,18.2224591,106.0308039,17.9096017,105.1034678,18.767,106.7537007,5.0,0.4866,5.5,2.29,0.2829,33.8,34.8
Hai Duong,2000,maize,annual,5.2,37.3,19.4,23.37846153846154,2.95,36.16,23.63769230769231,21.48538461538461,3.5546153846153845,14.6,80.67,2.1592307692307693,100.78846153846152,20.8032327,106.4129676,20.6835801,106.1242265,21.2369932,106.6110141,2.0,0.4545,6.0,1.44,0.1646,25.6,40.3
Hai Duong,2000,rice,main_rainy,73.3,52.6,385.2,23.37846153846154,2.95,36.16,23.63769230769231,21.48538461538461,3.5546153846153845,14.6,80.67,2.1592307692307693,100.78846153846152,20.8032327,106.4129676,20.6835801,106.1242265,21.2369932,106.6110141,2.0,0.4545,6.0,1.44,0.1646,25.6,40.3
Hai Duong,2000,rice,winter_spring,74.2,59.1,438.3,23.37846153846154,2.95,36.16,23.63769230769231,21.48538461538461,3.5546153846153845,14.6,80.67,2.1592307692307693,100.78846153846152,20.8032327,106.4129676,20.6835801,106.1242265,21.2369932,106.6110141,2.0,0.4545,6.0,1.44,0.1646,25.6,40.3
Hai Duong,2000,sweet_potato,annual,7.7,93.6364,72.1,23.37846153846154,2.95,36.16,23.63769230769231,21.48538461538461,3.5546153846153845,14.6,80.67,2.1592307692307693,100.78846153846152,20.8032327,106.4129676,20.6835801,106.1242265,21.2369932,106.6110141,2.0,0.4545,6.0,1.44,0.1646,25.6,40.3
Hai Phong,2000,maize,annual,0.6,30.0,1.8,23.57384615384615,5.37,35.2,23.837692307692308,21.90230769230769,3.706153846153846,14.6,82.49384615384616,2.563846153846154,100.96307692307693,20.6795578,106.4711033,19.9177567,106.1242265,21.2369932,107.9518577,-1.0,0.4214,6.3,1.79,0.1818,27.0,36.5
Hai Phong,2000,rice,main_rainy,49.4,47.3,233.7,23.57384615384615,5.37,35.2,23.837692307692308,21.90230769230769,3.706153846153846,14.6,82.49384615384616,2.563846153846154,100.96307692307693,20.6795578,106.4711033,19.9177567,106.1242265,21.2369932,107.9518577,-1.0,0.4214,6.3,1.79,0.1818,27.0,36.5
Hai Phong,2000,rice,winter_spring,46.5,55.2,256.6,23.57384615384615,5.37,35.2,23.837692307692308,21.90230769230769,3.706153846153846,14.6,82.49384615384616,2.563846153846154,100.96307692307693,20.6795578,106.4711033,19.9177567,106.1242265,21.2369932,107.9518577,-1.0,0.4214,6.3,1.79,0.1818,27.0,36.5
Hai Phong,2000,sweet_potato,annual,4.1,92.1951,37.8,23.57384615384615,5.37,35.2,23.837692307692308,21.90230769230769,3.706153846153846,14.6,82.49384615384616,2.563846153846154,100.96307692307693,20.6795578,106.4711033,19.9177567,106.1242265,21.2369932,107.9518577,-1.0,0.4214,6.3,1.79,0.1818,27.0,36.5
Hoa Binh,2000,cassava,annual,9.8,75.3061,73.8,22.634615384615383,2.26,35.73,22.73846153846154,21.049230769230768,3.743846153846154,14.38,83.38076923076923,1.817692307692308,99.41307692307691,20.4429786,105.4534575,20.3053594,104.8364751,21.1127685,105.8571482,34.0,0.4983,6.0,1.28,0.1436,23.3,37.7
Hoa Binh,2000,maize,annual,21.5,22.7,48.8,22.634615384615383,2.26,35.73,22.73846153846154,21.049230769230768,3.743846153846154,14.38,83.38076923076923,1.817692307692308,99.41307692307691,20.4429786,105.4534575,20.3053594,104.8364751,21.1127685,105.8571482,34.0,0.4983,6.0,1.28,0.1436,23.3,37.7
Hoa Binh,2000,rice,main_rainy,26.9,34.6,93.2,22.634615384615383,2.26,35.73,22.73846153846154,21.049230769230768,3.743846153846154,14.38,83.38076923076923,1.817692307692308,99.41307692307691,20.4429786,105.4534575,20.3053594,104.8364751,21.1127685,105.8571482,34.0,0.4983,6.0,1.28,0.1436,23.3,37.7
Hoa Binh,2000,rice,winter_spring,16.5,42.8,70.7,22.634615384615383,2.26,35.73,22.73846153846154,21.049230769230768,3.743846153846154,14.38,83.38076923076923,1.817692307692308,99.41307692307691,20.4429786,105.4534575,20.3053594,104.8364751,21.1127685,105.8571482,34.0,0.4983,6.0,1.28,0.1436,23.3,37.7
Hoa Binh,2000,sweet_potato,annual,4.9,39.1837,19.2,22.634615384615383,2.26,35.73,22.73846153846154,21.049230769230768,3.743846153846154,14.38,83.38076923076923,1.817692307692308,99.41307692307691,20.4429786,105.4534575,20.3053594,104.8364751,21.1127685,105.8571482,34.0,0.4983,6.0,1.28,0.1436,23.3,37.7
Hung Yen,2000,maize,annual,7.2,26.5,19.1,23.57384615384615,5.37,35.2,23.837692307692308,21.90230769230769,3.706153846153846,14.6,82.49384615384616,2.563846153846154,100.96307692307693,20.7358776,106.1531028,20.0771551,105.8953248,21.0069902,107.1192846,4.0,0.4498,6.2,1.47,0.1508,26.3,39.6
Hung Yen,2000,rice,main_rainy,46.4,57.0,264.5,23.57384615384615,5.37,35.2,23.837692307692308,21.90230769230769,3.706153846153846,14.6,82.49384615384616,2.563846153846154,100.96307692307693,20.7358776,106.1531028,20.0771551,105.8953248,21.0069902,107.1192846,4.0,0.4498,6.2,1.47,0.1508,26.3,39.6
Hung Yen,2000,rice,winter_spring,43.3,61.3,265.5,23.57384615384615,5.37,35.2,23.837692307692308,21.90230769230769,3.706153846153846,14.6,82.49384615384616,2.563846153846154,100.96307692307693,20.7358776,106.1531028,20.0771551,105.8953248,21.0069902,107.1192846,4.0,0.4498,6.2,1.47,0.1508,26.3,39.6
Hung Yen,2000,sweet_potato,annual,3.7,89.4595,33.1,23.57384615384615,5.37,35.2,23.837692307692308,21.90230769230769,3.706153846153846,14.6,82.49384615384616,2.563846153846154,100.96307692307693,20.7358776,106.1531028,20.0771551,105.8953248,21.0069902,107.1192846,4.0,0.4498,6.2,1.47,0.1508,26.3,39.6
Khanh Hoa,2000,cassava,annual,4.5,102.8889,46.3,22.90692307692308,14.6,32.56,23.106153846153845,21.512307692307694,3.715384615384616,17.81230769230769,85.57307692307693,1.283076923076923,94.2776923076923,12.523314,109.0144286,7.6920852,108.5514745,12.8685237,114.8572578,30.0,0.5275,6.2,1.57,0.1458,30.5,34.7
Khanh Hoa,2000,maize,annual,5.0,14.6,7.3,22.90692307692308,14.6,32.56,23.106153846153845,21.512307692307694,3.715384615384616,17.81230769230769,85.57307692307693,1.283076923076923,94.2776923076923,12.523314,109.0144286,7.6920852,108.5514745,12.8685237,114.8572578,30.0,0.5275,6.2,1.57,0.1458,30.5,34.7
Khanh Hoa,2000,rice,main_rainy,11.4,22.9,26.1,22.90692307692308,14.6,32.56,23.106153846153845,21.512307692307694,3.715384615384616,17.81230769230769,85.57307692307693,1.283076923076923,94.2776923076923,12.523314,109.0144286,7.6920852,108.5514745,12.8685237,114.8572578,30.0,0.5275,6.2,1.57,0.1458,30.5,34.7
Khanh Hoa,2000,rice,summer_autumn_fall,17.8,46.9,83.5,22.90692307692308,14.6,32.56,23.106153846153845,21.512307692307694,3.715384615384616,17.81230769230769,85.57307692307693,1.283076923076923,94.2776923076923,12.523314,109.0144286,7.6920852,108.5514745,12.8685237,114.8572578,30.0,0.5275,6.2,1.57,0.1458,30.5,34.7
Khanh Hoa,2000,rice,winter_spring,16.5,47.0,77.6,22.90692307692308,14.6,32.56,23.106153846153845,21.512307692307694,3.715384615384616,17.81230769230769,85.57307692307693,1.283076923076923,94.2776923076923,12.523314,109.0144286,7.6920852,108.5514745,12.8685237,114.8572578,30.0,0.5275,6.2,1.57,0.1458,30.5,34.7
Khanh Hoa,2000,sweet_potato,annual,0.2,45.0,0.9,22.90692307692308,14.6,32.56,23.106153846153845,21.512307692307694,3.715384615384616,17.81230769230769,85.57307692307693,1.283076923076923,94.2776923076923,12.523314,109.0144286,7.6920852,108.5514745,12.8685237,114.8572578,30.0,0.5275,6.2,1.57,0.1458,30.5,34.7
Kien Giang,2000,cassava,annual,0.7,75.7143,5.3,27.22153846153846,19.51,38.19,27.774615384615384,25.35846153846154,4.852307692307692,18.52846153846154,81.54076923076923,2.9053846153846155,100.80076923076923,10.2211737,104.9863112,8.9945558,103.0522427,10.5400147,105.5393966,1.0,0.4699,5.5,3.33,0.3276,23.6,43.9
Kien Giang,2000,rice,main_rainy,41.5,23.8,98.6,27.22153846153846,19.51,38.19,27.774615384615384,25.35846153846154,4.852307692307692,18.52846153846154,81.54076923076923,2.9053846153846155,100.80076923076923,10.2211737,104.9863112,8.9945558,103.0522427,10.5400147,105.5393966,1.0,0.4699,5.5,3.33,0.3276,23.6,43.9
Kien Giang,2000,rice,summer_autumn_fall,266.9,38.7,1032.5,27.22153846153846,19.51,38.19,27.774615384615384,25.35846153846154,4.852307692307692,18.52846153846154,81.54076923076923,2.9053846153846155,100.80076923076923,10.2211737,104.9863112,8.9945558,103.0522427,10.5400147,105.5393966,1.0,0.4699,5.5,3.33,0.3276,23.6,43.9
Kien Giang,2000,rice,winter_spring,232.6,49.6,1153.2,27.22153846153846,19.51,38.19,27.774615384615384,25.35846153846154,4.852307692307692,18.52846153846154,81.54076923076923,2.9053846153846155,100.80076923076923,10.2211737,104.9863112,8.9945558,103.0522427,10.5400147,105.5393966,1.0,0.4699,5.5,3.33,0.3276,23.6,43.9
Kien Giang,2000,sweet_potato,annual,0.9,154.4444,13.9,27.22153846153846,19.51,38.19,27.774615384615384,25.35846153846154,4.852307692307692,18.52846153846154,81.54076923076923,2.9053846153846155,100.80076923076923,10.2211737,104.9863112,8.9945558,103.0522427,10.5400147,105.5393966,1.0,0.4699,5.5,3.33,0.3276,23.6,43.9
Kon Tum,2000,cassava,annual,15.0,95.5333,143.3,21.71153846153846,11.68,32.46,21.693846153846152,20.043846153846157,3.1907692307692312,16.07,83.06461538461538,0.1176923076923077,91.47076923076922,14.6113365,108.0060878,12.0995372,105.3323831,17.2995372,110.5323831,881.0,0.6714,5.6,1.73,0.1965,30.9,35.3
Kon Tum,2000,maize,annual,4.4,29.8,13.1,21.71153846153846,11.68,32.46,21.693846153846152,20.043846153846157,3.1907692307692312,16.07,83.06461538461538,0.1176923076923077,91.47076923076922,14.6113365,108.0060878,12.0995372,105.3323831,17.2995372,110.5323831,881.0,0.6714,5.6,1.73,0.1965,30.9,35.3
Kon Tum,2000,rice,main_rainy,16.9,21.0,35.5,21.71153846153846,11.68,32.46,21.693846153846152,20.043846153846157,3.1907692307692312,16.07,83.06461538461538,0.1176923076923077,91.47076923076922,14.6113365,108.0060878,12.0995372,105.3323831,17.2995372,110.5323831,881.0,0.6714,5.6,1.73,0.1965,30.9,35.3
Kon Tum,2000,rice,winter_spring,4.0,40.8,16.3,21.71153846153846,11.68,32.46,21.693846153846152,20.043846153846157,3.1907692307692312,16.07,83.06461538461538,0.1176923076923077,91.47076923076922,14.6113365,108.0060878,12.0995372,105.3323831,17.2995372,110.5323831,881.0,0.6714,5.6,1.73,0.1965,30.9,35.3
Kon Tum,2000,sweet_potato,annual,0.2,80.0,1.6,21.71153846153846,11.68,32.46,21.693846153846152,20.043846153846157,3.1907692307692312,16.07,83.06461538461538,0.1176923076923077,91.47076923076922,14.6113365,108.0060878,12.0995372,105.3323831,17.2995372,110.5323831,881.0,0.6714,5.6,1.73,0.1965,30.9,35.3
Lai Chau,2000,cassava,annual,8.5,74.1176,63.0,19.36692307692308,0.04,31.38,19.166153846153847,17.525384615384613,5.097692307692308,15.556153846153846,81.0723076923077,0.8392307692307692,90.15307692307692,21.8611486,103.8457452,21.6860789,102.3205299,22.813929,103.985835,599.0,0.6068,5.9,1.4,0.173,29.8,33.3
Lai Chau,2000,maize,annual,31.1,13.9,43.2,19.36692307692308,0.04,31.38,19.166153846153847,17.525384615384613,5.097692307692308,15.556153846153846,81.0723076923077,0.8392307692307692,90.15307692307692,21.8611486,103.8457452,21.6860789,102.3205299,22.813929,103.985835,599.0,0.6068,5.9,1.4,0.173,29.8,33.3
Lai Chau,2000,rice,main_rainy,45.2,21.1,95.5,19.36692307692308,0.04,31.38,19.166153846153847,17.525384615384613,5.097692307692308,15.556153846153846,81.0723076923077,0.8392307692307692,90.15307692307692,21.8611486,103.8457452,21.6860789,102.3205299,22.813929,103.985835,599.0,0.6068,5.9,1.4,0.173,29.8,33.3
Lai Chau,2000,rice,winter_spring,6.7,53.9,36.1,19.36692307692308,0.04,31.38,19.166153846153847,17.525384615384613,5.097692307692308,15.556153846153846,81.0723076923077,0.8392307692307692,90.15307692307692,21.8611486,103.8457452,21.6860789,102.3205299,22.813929,103.985835,599.0,0.6068,5.9,1.4,0.173,29.8,33.3
Lai Chau,2000,sweet_potato,annual,0.3,40.0,1.2,19.36692307692308,0.04,31.38,19.166153846153847,17.525384615384613,5.097692307692308,15.556153846153846,81.0723076923077,0.8392307692307692,90.15307692307692,21.8611486,103.8457452,21.6860789,102.3205299,22.813929,103.985835,599.0,0.6068,5.9,1.4,0.173,29.8,33.3
Lam Dong,2000,maize,annual,12.4,39.5,49.0,22.55692307692308,13.72,32.23,22.66076923076923,21.03923076923077,4.368461538461538,18.265384615384612,84.31692307692308,0.7930769230769231,93.12461538461538,11.6023052,108.3785534,9.3780225,107.2061286,12.8125186,109.4019255,898.0,0.6447,5.7,1.66,0.2015,33.1,38.5
Lam Dong,2000,rice,main_rainy,19.0,28.9,55.0,22.55692307692308,13.72,32.23,22.66076923076923,21.03923076923077,4.368461538461538,18.265384615384612,84.31692307692308,0.7930769230769231,93.12461538461538,11.6023052,108.3785534,9.3780225,107.2061286,12.8125186,109.4019255,898.0,0.6447,5.7,1.66,0.2015,33.1,38.5
Lam Dong,2000,rice,summer_autumn_fall,5.9,28.8,17.0,22.55692307692308,13.72,32.23,22.66076923076923,21.03923076923077,4.368461538461538,18.265384615384612,84.31692307692308,0.7930769230769231,93.12461538461538,11.6023052,108.3785534,9.3780225,107.2061286,12.8125186,109.4019255,898.0,0.6447,5.7,1.66,0.2015,33.1,38.5
Lam Dong,2000,rice,winter_spring,7.8,38.6,30.1,22.55692307692308,13.72,32.23,22.66076923076923,21.03923076923077,4.368461538461538,18.265384615384612,84.31692307692308,0.7930769230769231,93.12461538461538,11.6023052,108.3785534,9.3780225,107.2061286,12.8125186,109.4019255,898.0,0.6447,5.7,1.66,0.2015,33.1,38.5
Lam Dong,2000,sweet_potato,annual,2.9,82.7586,24.0,22.55692307692308,13.72,32.23,22.66076923076923,21.03923076923077,4.368461538461538,18.265384615384612,84.31692307692308,0.7930769230769231,93.12461538461538,11.6023052,108.3785534,9.3780225,107.2061286,12.8125186,109.4019255,898.0,0.6447,5.7,1.66,0.2015,33.1,38.5
Lang Son,2000,cassava,annual,4.7,78.7234,37.0,22.50230769230769,1.32,34.9,22.779230769230768,20.54,3.337692307692308,13.818461538461538,80.00846153846155,2.2153846153846155,99.25384615384615,21.524441,106.2269869,21.3251504,106.0953797,22.4614571,107.3640954,35.0,0.4755,6.4,1.08,0.1327,26.4,35.0
Lang Son,2000,maize,annual,12.7,35.3,44.8,22.50230769230769,1.32,34.9,22.779230769230768,20.54,3.337692307692308,13.818461538461538,80.00846153846155,2.2153846153846155,99.25384615384615,21.524441,106.2269869,21.3251504,106.0953797,22.4614571,107.3640954,35.0,0.4755,6.4,1.08,0.1327,26.4,35.0
Lang Son,2000,rice,main_rainy,34.1,25.4,86.5,22.50230769230769,1.32,34.9,22.779230769230768,20.54,3.337692307692308,13.818461538461538,80.00846153846155,2.2153846153846155,99.25384615384615,21.524441,106.2269869,21.3251504,106.0953797,22.4614571,107.3640954,35.0,0.4755,6.4,1.08,0.1327,26.4,35.0
Lang Son,2000,rice,winter_spring,13.0,44.8,58.2,22.50230769230769,1.32,34.9,22.779230769230768,20.54,3.337692307692308,13.818461538461538,80.00846153846155,2.2153846153846155,99.25384615384615,21.524441,106.2269869,21.3251504,106.0953797,22.4614571,107.3640954,35.0,0.4755,6.4,1.08,0.1327,26.4,35.0
Lang Son,2000,sweet_potato,annual,2.6,45.0,11.7,22.50230769230769,1.32,34.9,22.779230769230768,20.54,3.337692307692308,13.818461538461538,80.00846153846155,2.2153846153846155,99.25384615384615,21.524441,106.2269869,21.3251504,106.0953797,22.4614571,107.3640954,35.0,0.4755,6.4,1.08,0.1327,26.4,35.0
Lao Cai,2000,cassava,annual,6.2,103.3871,64.1,20.35,1.74,33.24,20.24153846153846,18.59,4.680000000000001,13.62923076923077,81.84846153846154,0.9353846153846154,93.47307692307692,22.3476923,104.1428255,21.3259198,103.5294336,22.8449153,105.1003814,75.0,0.4474,5.7,1.56,0.108,32.4,31.2
Lao Cai,2000,maize,annual,22.5,17.0,38.3,20.35,1.74,33.24,20.24153846153846,18.59,4.680000000000001,13.62923076923077,81.84846153846154,0.9353846153846154,93.47307692307692,22.3476923,104.1428255,21.3259198,103.5294336,22.8449153,105.1003814,75.0,0.4474,5.7,1.56,0.108,32.4,31.2
Lao Cai,2000,rice,main_rainy,27.7,27.1,75.0,20.35,1.74,33.24,20.24153846153846,18.59,4.680000000000001,13.62923076923077,81.84846153846154,0.9353846153846154,93.47307692307692,22.3476923,104.1428255,21.3259198,103.5294336,22.8449153,105.1003814,75.0,0.4474,5.7,1.56,0.108,32.4,31.2
Lao Cai,2000,rice,winter_spring,8.7,43.7,38.0,20.35,1.74,33.24,20.24153846153846,18.59,4.680000000000001,13.62923076923077,81.84846153846154,0.9353846153846154,93.47307692307692,22.3476923,104.1428255,21.3259198,103.5294336,22.8449153,105.1003814,75.0,0.4474,5.7,1.56,0.108,32.4,31.2
Lao Cai,2000,sweet_potato,annual,0.4,42.5,1.7,20.35,1.74,33.24,20.24153846153846,18.59,4.680000000000001,13.62923076923077,81.84846153846154,0.9353846153846154,93.47307692307692,22.3476923,104.1428255,21.3259198,103.5294336,22.8449153,105.1003814,75.0,0.4474,5.7,1.56,0.108,32.4,31.2
Long An,2000,cassava,annual,1.2,67.5,8.1,27.075384615384618,18.11,40.01,27.61846153846154,25.077692307692303,4.858461538461539,18.264615384615382,81.09,2.176153846153846,100.81076923076922,10.6099676,105.9996499,10.470828,107.1908562,10.490828,107.2108562,3.0,0.5719,6.2,2.27,0.1849,18.1,37.0
Long An,2000,maize,annual,0.4,32.5,1.3,27.075384615384618,18.11,40.01,27.61846153846154,25.077692307692303,4.858461538461539,18.264615384615382,81.09,2.176153846153846,100.81076923076922,10.6099676,105.9996499,10.470828,107.1908562,10.490828,107.2108562,3.0,0.5719,6.2,2.27,0.1849,18.1,37.0
Long An,2000,rice,main_rainy,26.0,14.3,37.3,27.075384615384618,18.11,40.01,27.61846153846154,25.077692307692303,4.858461538461539,18.264615384615382,81.09,2.176153846153846,100.81076923076922,10.6099676,105.9996499,10.470828,107.1908562,10.490828,107.2108562,3.0,0.5719,6.2,2.27,0.1849,18.1,37.0
Long An,2000,rice,summer_autumn_fall,171.8,25.8,442.6,27.075384615384618,18.11,40.01,27.61846153846154,25.077692307692303,4.858461538461539,18.264615384615382,81.09,2.176153846153846,100.81076923076922,10.6099676,105.9996499,10.470828,107.1908562,10.490828,107.2108562,3.0,0.5719,6.2,2.27,0.1849,18.1,37.0
Long An,2000,rice,winter_spring,255.3,42.8,1093.4,27.075384615384618,18.11,40.01,27.61846153846154,25.077692307692303,4.858461538461539,18.264615384615382,81.09,2.176153846153846,100.81076923076922,10.6099676,105.9996499,10.470828,107.1908562,10.490828,107.2108562,3.0,0.5719,6.2,2.27,0.1849,18.1,37.0
Nam Dinh,2000,maize,annual,3.4,32.1,10.9,24.003846153846155,9.57,32.73,24.5,22.47384615384615,3.773076923076923,14.6,83.58384615384615,3.531538461538461,100.97076923076922,20.1841662,106.301384,19.4900489,105.9239975,20.4991935,106.9523782,5.0,0.4384,6.0,2.04,0.1384,28.8,34.7
Nam Dinh,2000,rice,main_rainy,83.8,49.0,410.7,24.003846153846155,9.57,32.73,24.5,22.47384615384615,3.773076923076923,14.6,83.58384615384615,3.531538461538461,100.97076923076922,20.1841662,106.301384,19.4900489,105.9239975,20.4991935,106.9523782,5.0,0.4384,6.0,2.04,0.1384,28.8,34.7
Nam Dinh,2000,rice,winter_spring,82.4,67.3,554.9,24.003846153846155,9.57,32.73,24.5,22.47384615384615,3.773076923076923,14.6,83.58384615384615,3.531538461538461,100.97076923076922,20.1841662,106.301384,19.4900489,105.9239975,20.4991935,106.9523782,5.0,0.4384,6.0,2.04,0.1384,28.8,34.7
